"date","Owners","event","link","color","Price","val3"
"2020-03-02","1585000","","","","9.99",""
"2020-03-03","2243000","","","","3.49",""
"2020-03-04","2243000","","","","3.49",""
"2020-03-05","2246000","","","","3.49",""
"2020-03-06","2248000","","","","3.49",""
"2020-03-07","2262000","","","","3.49",""
"2020-03-08","1588000","","","#2B6A94","3.49",""
"2020-03-09","1582000","","","","3.49",""
"2020-03-10","1579000","","","","9.99",""
"2020-03-11","1579000","","","","9.99",""
"2020-03-12","1575000","","","","9.99",""
"2020-03-13","1574000","","","","9.99",""
"2020-03-14","2245000","","","","9.99",""
"2020-03-15","2260000","","","#2B6A94","9.99",""
"2020-03-16","2246000","","","","9.99",""
"2020-03-17","2248000","","","","9.99",""
"2020-03-18","1575000","","","","9.99",""
"2020-03-19","2255000","","","","9.99",""
"2020-03-20","2257000","","","","9.99",""
"2020-03-21","1578000","","","","9.99",""
"2020-03-22","1576000","","","#2B6A94","9.99",""
"2020-03-23","2258000","","","","9.99",""
"2020-03-24","1573000","","","","9.99",""
"2020-03-25","2261000","","","","9.99",""
"2020-03-26","2262000","","","","9.99",""
"2020-03-27","1573000","","","","9.99",""
"2020-03-28","2271000","","","","9.99",""
"2020-03-29","261000","","","#2B6A94","9.99",""
"2020-03-30","1567000","","","","9.99",""
"2020-03-31","1557000","","","","9.99",""
"2020-04-01","2272000","","","","9.99",""
"2020-04-02","2271000","","","","9.99",""
"2020-04-03","2270000","","","","9.99",""
"2020-04-04","1568000","","","","9.99",""
"2020-04-05","2278000","","","#2B6A94","9.99",""
"2020-04-06","2270000","","","","9.99",""
"2020-04-07","2269000","","","","9.99",""
"2020-04-08","2270000","","","","9.99",""
"2020-04-09","1559000","","","","9.99",""
"2020-04-10","1563000","","","","9.99",""
"2020-04-11","1563000","","","","9.99",""
"2020-04-12","2281000","","","#2B6A94","9.99",""
"2020-04-13","1561000","","","","9.99",""
"2020-04-14","2276000","","","","9.99",""
"2020-04-15","2271000","","","","9.99",""
"2020-04-16","2270000","","","","9.99",""
"2020-04-17","1557000","","","","9.99",""
"2020-04-18","1558000","","","","9.99",""
"2020-04-19","984000","","","#2B6A94","9.99",""
"2020-04-20","1556000","","","","9.99",""
"2020-04-21","1556000","","","","9.99",""
"2020-04-22","1555000","","","","9.99",""
"2020-04-23","988000","","","","9.99",""
"2020-04-24","1555000","","","","9.99",""
"2020-04-25","1555000","","","","9.99",""
"2020-04-26","2267000","","","#2B6A94","9.99",""
"2020-04-27","2267000","","","","9.99",""
"2020-04-28","2267000","","","","9.99",""
