"date","Owners","event","link","color","Price","val3"
"2020-03-04","1244000","","","","39.99",""
"2020-03-05","1245000","","","","39.99",""
"2020-03-06","1241000","","","","39.99",""
"2020-03-07","1225000","","","","39.99",""
"2020-03-08","1216000","","","#2B6A94","39.99",""
"2020-03-09","1238000","","","","39.99",""
"2020-03-10","1242000","","","","39.99",""
"2020-03-11","1242000","","","","39.99",""
"2020-03-12","1244000","","","","39.99",""
"2020-03-13","923000","","","","39.99",""
"2020-03-14","1219000","","","","39.99",""
"2020-03-15","1210000","","","#2B6A94","39.99",""
"2020-03-16","1225000","","","","39.99",""
"2020-03-17","1224000","","","","39.99",""
"2020-03-18","926000","","","","39.99",""
"2020-03-19","1220000","","","","39.99",""
"2020-03-20","1217000","","","","39.99",""
"2020-03-21","1200000","","","","39.99",""
"2020-03-22","1195000","","","#2B6A94","39.99",""
"2020-03-23","1207000","","","","39.99",""
"2020-03-24","1204000","","","","39.99",""
"2020-03-25","1206000","","","","39.99",""
"2020-03-26","1204000","","","","39.99",""
"2020-03-27","1200000","","","","39.99",""
"2020-03-28","1184000","","","","39.99",""
"2020-03-29","1179000","","","#2B6A94","39.99",""
"2020-03-30","1188000","","","","39.99",""
"2020-03-31","1189000","","","","39.99",""
"2020-04-01","1189000","","","","39.99",""
"2020-04-02","1189000","","","","39.99",""
"2020-04-03","1189000","","","","39.99",""
"2020-04-04","1174000","","","","39.99",""
"2020-04-05","1174000","","","#2B6A94","39.99",""
"2020-04-06","1182000","","","","39.99",""
"2020-04-07","1187000","","","","39.99",""
"2020-04-08","1185000","","","","39.99",""
"2020-04-09","1178000","","","","39.99",""
"2020-04-10","1172000","","","","39.99",""
"2020-04-11","1168000","","","","39.99",""
"2020-04-12","1167000","","","#2B6A94","39.99",""
"2020-04-13","1167000","","","","39.99",""
"2020-04-14","1177000","","","","39.99",""
"2020-04-15","1181000","","","","39.99",""
"2020-04-16","1182000","","","","39.99",""
"2020-04-17","1177000","","","","39.99",""
"2020-04-18","1164000","","","","39.99",""
"2020-04-19","1163000","","","#2B6A94","39.99",""
"2020-04-20","1173000","","","","39.99",""
"2020-04-21","1173000","","","","39.99",""
"2020-04-22","1180000","","","","39.99",""
"2020-04-23","1180000","","","","39.99",""
"2020-04-24","1176000","","","","39.99",""
"2020-04-25","1162000","","","","39.99",""
"2020-04-26","1158000","","","#2B6A94","39.99",""
"2020-04-27","1158000","","","","39.99",""
"2020-04-28","1158000","","","","39.99",""
"2020-04-29","1179000","","","","39.99",""
"2020-04-30","1175000","","","","39.99",""
"2020-05-01","1169000","","","","39.99",""
"2020-05-02","1160000","","","","39.99",""
"2020-05-03","1157000","","","#2B6A94","39.99",""
"2020-05-04","1176000","","","","39.99",""
"2020-05-05","1180000","","","","39.99",""
"2020-05-06","941000","","","","39.99",""
"2020-05-07","1184000","","","","39.99",""
"2020-05-08","1178000","","","","39.99",""
"2020-05-09","1162000","","","","39.99",""
"2020-05-10","1160000","","","#2B6A94","39.99",""
"2020-05-11","1179000","","","","39.99",""
"2020-05-12","1179000","","","","39.99",""
"2020-05-13","1179000","","","","39.99",""
"2020-05-14","1177000","","","","39.99",""
"2020-05-15","1175000","","","","39.99",""
"2020-05-16","949000","","","","39.99",""
"2020-05-17","1154000","","","#2B6A94","39.99",""
"2020-05-18","945000","","","","39.99",""
"2020-05-19","1176000","","","","39.99",""
"2020-05-20","1176000","","","","39.99",""
"2020-05-21","1176000","","","","39.99",""
"2020-05-22","1174000","","","","39.99",""
"2020-05-23","1157000","","","","39.99",""
"2020-05-24","1159000","","","#2B6A94","39.99",""
"2020-05-25","1159000","","","","39.99",""
"2020-05-26","1175000","","","","39.99",""
